City Hotel,1,106,?,Online TA,68,Canceled,0009-10-23
City Hotel,1,92,?,Online TA,76.5,Canceled,0009-10-23
City Hotel,1,100,?,Online TA,93.6,Canceled,0009-10-23
City Hotel,1,43,?,Groups,63,Canceled,0009-10-23
City Hotel,1,43,?,Groups,86,Canceled,0009-10-23
City Hotel,1,85,?,Online TA,52.36,Canceled,0009-10-23
City Hotel,1,75,?,Online TA,76.5,Canceled,0009-10-23
City Hotel,1,89,?,Online TA,68,Canceled,0009-10-23
City Hotel,1,92,?,Online TA,76.5,Canceled,0009-10-23
City Hotel,1,68,?,Online TA,68,Canceled,0009-10-23
City Hotel,1,79,?,Online TA,76.5,Canceled,0009-10-23
City Hotel,1,63,?,Online TA,68,Canceled,0009-10-23
City Hotel,1,72,?,Online TA,76.5,Canceled,0009-10-23
City Hotel,1,43,?,Groups,86,Canceled,0009-10-23
City Hotel,1,43,?,Groups,63,Canceled,0009-10-23
City Hotel,1,97,?,Offline TA/TO,63.75,Canceled,0009-10-23
City Hotel,1,71,?,Online TA,55.8,Canceled,0009-10-23
City Hotel,1,88,?,Online TA,76.5,Canceled,0009-10-23
City Hotel,1,92,?,Online TA,49.74,Canceled,0009-10-23
Resort Hotel,1,75,?,Offline TA/TO,105.5,Canceled,0009-10-23
Resort Hotel,1,85,?,Online TA,82,Canceled,0009-10-23
Resort Hotel,1,60,?,Online TA,107,Canceled,0009-10-23
Resort Hotel,1,45,?,Online TA,117.81,Canceled,0009-10-23
Resort Hotel,1,45,?,Online TA,108.8,Canceled,0009-10-23
Resort Hotel,1,43,?,Online TA,108.8,Canceled,0009-10-23
Resort Hotel,1,96,?,Direct,108.3,Canceled,0009-10-23
Resort Hotel,1,47,?,Online TA,153,Canceled,0009-10-23
Resort Hotel,1,101,?,Online TA,73.8,Canceled,0009-10-23
Resort Hotel,1,71,?,Offline TA/TO,110.3,Canceled,0009-10-23
Resort Hotel,1,63,?,Online TA,82,Canceled,0009-10-23
Resort Hotel,1,40,?,Online TA,108.8,Canceled,0009-10-23
Resort Hotel,1,23,?,Online TA,123,Canceled,0009-10-23
Resort Hotel,1,3,?,Online TA,136.33,Canceled,0009-10-23
Resort Hotel,1,62,?,Online TA,97,Canceled,0009-10-23
City Hotel,1,100,?,Online TA,76.5,Canceled,0009-10-23
City Hotel,1,80,?,Online TA,76.5,Canceled,0009-10-23
City Hotel,1,92,?,Online TA,68,Canceled,0009-10-23
City Hotel,1,65,?,Online TA,68,Canceled,0009-10-23
City Hotel,1,83,?,Online TA,76.5,Canceled,0009-10-23
City Hotel,1,106,?,Online TA,68,Canceled,0009-10-23
City Hotel,1,92,?,Online TA,76.5,Canceled,0009-10-23
City Hotel,1,100,?,Online TA,93.6,Canceled,0009-10-23
City Hotel,1,43,?,Groups,63,Canceled,0009-10-23
City Hotel,1,43,?,Groups,86,Canceled,0009-10-23
City Hotel,1,85,?,Online TA,52.36,Canceled,0009-10-23
City Hotel,1,75,?,Online TA,76.5,Canceled,0009-10-23
City Hotel,1,89,?,Online TA,68,Canceled,0009-10-23
City Hotel,1,92,?,Online TA,76.5,Canceled,0009-10-23
City Hotel,1,68,?,Online TA,68,Canceled,0009-10-23
City Hotel,1,79,?,Online TA,76.5,Canceled,0009-10-23
City Hotel,1,63,?,Online TA,68,Canceled,0009-10-23
City Hotel,1,72,?,Online TA,76.5,Canceled,0009-10-23
City Hotel,1,43,?,Groups,86,Canceled,0009-10-23
City Hotel,1,43,?,Groups,63,Canceled,0009-10-23
City Hotel,1,97,?,Offline TA/TO,63.75,Canceled,0009-10-23
City Hotel,1,71,?,Online TA,55.8,Canceled,0009-10-23
City Hotel,1,88,?,Online TA,76.5,Canceled,0009-10-23
City Hotel,1,92,?,Online TA,49.74,Canceled,0009-10-23
Resort Hotel,1,75,?,Offline TA/TO,105.5,Canceled,0009-10-23
Resort Hotel,1,85,?,Online TA,82,Canceled,0009-10-23
Resort Hotel,1,60,?,Online TA,107,Canceled,0009-10-23
Resort Hotel,1,45,?,Online TA,117.81,Canceled,0009-10-23
Resort Hotel,1,45,?,Online TA,108.8,Canceled,0009-10-23
Resort Hotel,1,43,?,Online TA,108.8,Canceled,0009-10-23
Resort Hotel,1,96,?,Direct,108.3,Canceled,0009-10-23
Resort Hotel,1,47,?,Online TA,153,Canceled,0009-10-23
Resort Hotel,1,101,?,Online TA,73.8,Canceled,0009-10-23
Resort Hotel,1,71,?,Offline TA/TO,110.3,Canceled,0009-10-23
Resort Hotel,1,63,?,Online TA,82,Canceled,0009-10-23
Resort Hotel,1,40,?,Online TA,108.8,Canceled,0009-10-23
Resort Hotel,1,23,?,Online TA,123,Canceled,0009-10-23
Resort Hotel,1,3,?,Online TA,136.33,Canceled,0009-10-23
Resort Hotel,1,62,?,Online TA,97,Canceled,0009-10-23
City Hotel,1,100,?,Online TA,76.5,Canceled,2023-01-01
City Hotel,1,80,?,Online TA,76.5,Canceled,2023-01-02
City Hotel,1,92,?,Online TA,68,Canceled,2023-01-03
City Hotel,1,65,?,Online TA,68,Canceled,2023-01-04
City Hotel,1,83,?,Online TA,76.5,Canceled,2023-01-05
City Hotel,1,106,?,Online TA,68,Canceled,2023-01-06
City Hotel,1,92,?,Online TA,76.5,Canceled,2023-01-07
City Hotel,1,100,?,Online TA,93.6,Canceled,2023-01-08
City Hotel,1,43,?,Groups,63,Canceled,2023-01-09
City Hotel,1,43,?,Groups,86,Canceled,2023-01-10
City Hotel,1,85,?,Online TA,52.36,Canceled,2023-01-11
City Hotel,1,75,?,Online TA,76.5,Canceled,2023-01-12
City Hotel,1,89,?,Online TA,68,Canceled,2023-01-13
City Hotel,1,92,?,Online TA,76.5,Canceled,2023-01-14
City Hotel,1,68,?,Online TA,68,Canceled,2023-01-15
City Hotel,1,79,?,Online TA,76.5,Canceled,2023-01-16
City Hotel,1,63,?,Online TA,68,Canceled,2023-01-17
City Hotel,1,72,?,Online TA,76.5,Canceled,2023-01-18
City Hotel,1,43,?,Groups,86,Canceled,2023-01-19
City Hotel,1,43,?,Groups,63,Canceled,2023-01-20
City Hotel,1,97,?,Offline TA/TO,63.75,Canceled,2023-01-21
City Hotel,1,71,?,Online TA,55.8,Canceled,2023-01-22
City Hotel,1,88,?,Online TA,76.5,Canceled,2023-01-23
City Hotel,1,92,?,Online TA,49.74,Canceled,2023-01-26
Resort Hotel,1,75,?,Offline TA/TO,105.5,Canceled,2023-02-03
Resort Hotel,1,85,?,Online TA,82,Canceled,2023-02-04
Resort Hotel,1,60,?,Online TA,107,Canceled,2023-02-05
Resort Hotel,1,45,?,Online TA,117.81,Canceled,2023-02-06
Resort Hotel,1,45,?,Online TA,108.8,Canceled,2023-02-07
Resort Hotel,1,43,?,Online TA,108.8,Canceled,2023-02-08
Resort Hotel,1,96,?,Direct,108.3,Canceled,2023-02-09
Resort Hotel,1,47,?,Online TA,153,Canceled,2023-02-10
Resort Hotel,1,101,?,Online TA,73.8,Canceled,2023-02-11
Resort Hotel,1,71,?,Offline TA/TO,110.3,Canceled,2023-02-12
Resort Hotel,1,63,?,Online TA,82,Canceled,2023-02-13
Resort Hotel,1,40,?,Online TA,108.8,Canceled,2023-02-14
Resort Hotel,1,23,?,Online TA,123,Canceled,2023-02-15
Resort Hotel,1,3,?,Online TA,136.33,Canceled,2023-02-16
Resort Hotel,1,62,?,Online TA,97,Canceled,2023-03-05
City Hotel,1,100,?,Online TA,76.5,Canceled,2023-01-01
City Hotel,1,80,?,Online TA,76.5,Canceled,2023-01-02
City Hotel,1,92,?,Online TA,68,Canceled,2023-01-03
City Hotel,1,65,?,Online TA,68,Canceled,2023-01-04
City Hotel,1,83,?,Online TA,76.5,Canceled,2023-01-05
City Hotel,1,106,?,Online TA,68,Canceled,2023-01-06
City Hotel,1,92,?,Online TA,76.5,Canceled,2023-01-07
City Hotel,1,100,?,Online TA,93.6,Canceled,2023-01-08
City Hotel,1,43,?,Groups,63,Canceled,2023-01-09
City Hotel,1,43,?,Groups,86,Canceled,2023-01-10
City Hotel,1,85,?,Online TA,52.36,Canceled,2023-01-11
City Hotel,1,75,?,Online TA,76.5,Canceled,2023-01-12
City Hotel,1,89,?,Online TA,68,Canceled,2023-01-13
City Hotel,1,92,?,Online TA,76.5,Canceled,2023-01-14
City Hotel,1,68,?,Online TA,68,Canceled,2023-01-15
City Hotel,1,79,?,Online TA,76.5,Canceled,2023-01-16
City Hotel,1,63,?,Online TA,68,Canceled,2023-01-17
City Hotel,1,72,?,Online TA,76.5,Canceled,2023-01-18
City Hotel,1,43,?,Groups,86,Canceled,2023-01-19
City Hotel,1,43,?,Groups,63,Canceled,2023-01-20
City Hotel,1,97,?,Offline TA/TO,63.75,Canceled,2023-01-21
City Hotel,1,71,?,Online TA,55.8,Canceled,2023-01-22
City Hotel,1,88,?,Online TA,76.5,Canceled,2023-01-23
City Hotel,1,92,?,Online TA,49.74,Canceled,2023-01-26
Resort Hotel,1,75,?,Offline TA/TO,105.5,Canceled,2023-02-03
Resort Hotel,1,85,?,Online TA,82,Canceled,2023-02-04
Resort Hotel,1,60,?,Online TA,107,Canceled,2023-02-05
Resort Hotel,1,45,?,Online TA,117.81,Canceled,2023-02-06
Resort Hotel,1,45,?,Online TA,108.8,Canceled,2023-02-07
Resort Hotel,1,43,?,Online TA,108.8,Canceled,2023-02-08
Resort Hotel,1,96,?,Direct,108.3,Canceled,2023-02-09
Resort Hotel,1,47,?,Online TA,153,Canceled,2023-02-10
Resort Hotel,1,101,?,Online TA,73.8,Canceled,2023-02-11
Resort Hotel,1,71,?,Offline TA/TO,110.3,Canceled,2023-02-12
Resort Hotel,1,63,?,Online TA,82,Canceled,2023-02-13
Resort Hotel,1,40,?,Online TA,108.8,Canceled,2023-02-14
Resort Hotel,1,23,?,Online TA,123,Canceled,2023-02-15
Resort Hotel,1,3,?,Online TA,136.33,Canceled,2023-02-16
Resort Hotel,1,62,?,Online TA,97,Canceled,2023-03-05
